REF_ID,ID,STUDENT_ID,CLASS,YEAR_LEVEL,FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,INDIGENOUS_STATUS,OTHER_LANGUAGE,SEX,ASL_ID,M_OCCUPATION,M_NON_SCHOOL_EDU,M_SCHOOL_EDU,F_OCCUPATION,F_NON_SCHOOL_EDU,F_SCHOOL_EDU,VISA,PLATFORM_STUDENT_IDENTIFIER,M_LANGUAGE,F_LANGUAGE,FFPOS
8c56a086-7dc4-4601-9db8-db4d5ca3f9d3,816387482,56709,3D,3,Shannon,Alvarez,2009-07-25,3,1201,2,21214,1,8,2,4,8,3,,R100000063E,1201,1201,2
8eb088b5-bc7b-4791-8701-b4accd629d70,596726414,89217,5A,5,Ronnie,Leblanc,2009-07-18,1,1201,1,21216,3,5,4,4,8,4,,R100000102S,5203,1201,1
8feb7427-bc18-421f-8f05-97d912daf942,677320433,62371,3A,3,James,Ashby,2009-05-05,4,1201,1,21214,3,8,1,4,6,3,,R100000056R,1201,1201,2
9159e7de-3ad5-4bf8-80f4-dff57fb2548e,19038510,32315,7A,7,Rudy,Patton,2009-03-27,2,1201,1,21219,1,6,1,2,8,2,,R100000177D,2201,1201,1
92f2536e-5457-4565-b1ee-12b1cc78d26e,456292396,80746,3C,3,Laurie,Harder,2009-04-22,1,1201,2,21215,3,6,4,2,8,3,,R100000093P,1201,1201,1
94a84be4-526e-47bc-ae46-bac042030c2c,739477588,25503,9B,9,Anita,Guardado,2009-10-04,2,1201,2,21219,2,6,4,4,7,2,,R100000188A,1201,1201,2
94f11de3-506f-4374-9245-e48a482ecada,827601145,2492,7C,7,Roger,Gallagher,2009-08-17,3,1201,1,21218,4,7,3,3,7,1,,R100000170M,1201,1201,2
952b2f4c-1791-47b7-a6f0-abc204618ccf,787768836,12235,7F,7,Elsie,Cooper,2009-08-04,2,1201,2,21215,1,5,3,2,5,2,,R100000090M,1201,1201,1
972296ac-3c0c-44df-bf95-787c77b162d0,311818401,28400,7B,7,Damaris,Hester,2009-12-27,3,1201,2,21221,3,5,3,1,5,1,,R100000241K,1201,7100,2
978803dd-ac23-4860-a74f-b6d4fe3b8c8d,674837975,57852,9D,9,Mathew,Harder,2009-05-11,2,1201,1,21221,4,6,2,4,6,1,,R100000230A,1201,1201,1
9982cdd3-5be2-4b95-ac0b-afc28665f89c,914850904,76708,7F,7,Damaris,Garcia,2009-10-19,1,1201,2,21219,4,8,1,2,7,2,,R100000184R,7100,1201,2
9a761403-4e7b-4b2b-a959-c6549ea499e4,6376495,47124,3D,3,Megan,Ramey,2009-07-12,2,1201,2,21212,3,7,2,3,7,4,,R100000007P,1201,9601,1
9b40dd7f-965a-401a-b997-e0b250b24042,800854531,13455,7B,7,Clark,Freeman,2009-05-20,2,1201,1,21218,3,7,4,1,5,4,,R100000168P,7100,5203,2
9d3bdaab-7e88-493d-befd-1453ff279ee5,476393126,20544,5F,5,Felipe,Barnes,2009-10-16,2,1201,1,21213,3,7,3,1,5,2,,R100000036S,1201,1201,2
9db993a8-039d-4e7b-b766-ad98150ba9cd,594802339,42562,9C,9,Josefina,Rivera,2009-06-17,1,1201,2,21218,2,5,4,2,8,4,,R100000153H,1201,1201,2
9e8d6435-f736-4e7c-9e7c-839aa9a59005,76122982,37090,7B,7,Leo,Ivey,2009-12-21,3,1201,1,21220,1,6,4,3,5,3,,R100000220S,1201,5203,2
9e9828ca-5dd9-420d-b535-15a05ff1860f,933615096,57832,9A,9,Harrison,Taylor,2009-10-01,1,1201,1,21217,4,6,3,2,7,1,,R100000131A,1201,1201,2
9f3a4e66-0265-451e-8e52-df501968372d,635834741,44397,9C,9,Irma,Lewis,2009-06-04,2,1201,2,21218,2,7,2,4,6,2,,R100000167H,1201,1201,2
9fd5ca96-d6f3-4ec4-8abc-7b5297988d9c,884015462,2844,7F,7,Louie,Fitts,2009-04-23,3,1201,1,21218,4,7,4,4,7,3,,R100000158D,1201,1201,1
a2f3d70f-f9c8-4124-adfd-5decade7edf4,58516237,96600,7A,7,Allison,Warren,2009-03-17,2,1201,2,21217,1,8,1,3,7,4,,R100000139D,7100,1201,2
a2fdb170-9b21-4a65-a98e-a6803bad5053,184642155,59062,5B,5,Randal,Collins,2009-01-11,1,9601,1,21221,4,8,4,1,5,1,,R100000246G,7100,1201,2
a35ccf08-c84e-465b-90e0-48680d5f37a1,607167295,63454,3B,3,Delores,Wilcox,2009-08-23,2,1201,2,21217,1,7,3,2,5,4,,R100000143E,1201,1201,1
a6029072-f080-4b5f-929f-2b68ec51eda6,921262205,77040,7C,7,Preston,Mork,2009-11-22,2,1201,1,21219,2,6,3,1,7,4,,R100000178S,7100,1201,1
a81af018-2cb5-4cfa-a188-2ac343086075,954343075,39700,3B,3,Kate,Brandl,2009-10-22,1,1201,2,21221,3,5,1,1,7,1,,R100000225A,2201,2201,2
a87aed68-f8eb-4e87-92ba-5c0f644cef47,874961867,59200,3B,3,Jamie,Frederick,2009-03-23,1,1201,1,21216,4,6,3,2,8,2,,R100000112A,1201,1201,1
aaf1780e-18e5-4992-940f-e4d2e630f59a,747785155,83976,7D,7,Phyllis,Valverde,2009-03-26,1,1201,2,21217,2,5,3,3,6,3,,R100000137K,1201,1201,2
ae6b80cc-5e82-4e26-abf5-c88bface0741,997556953,19856,3A,3,Miranda,Taylor,2009-04-13,3,1201,2,21213,4,7,1,2,5,2,,R100000026P,7100,1201,1
af245fb1-0481-4389-962e-f872c0f6717e,234302325,29555,9A,9,Eunice,Williams,2009-01-19,3,1201,2,21218,3,7,2,4,8,3,,R100000173P,1201,1201,1
af6c935e-4733-4fd2-bc8e-40f3eb141ab5,107747224,8490,7E,7,Charlie,Bailey,2009-02-13,3,1201,2,21216,2,5,1,3,7,3,,R100000119E,1201,1201,1
af6ef5ac-d43d-4248-8429-6f698e8ae898,208130465,95393,9C,9,Karl,Ventimiglia,2009-01-19,4,1201,1,21215,2,7,3,2,8,3,,R100000085M,2201,7100,2
b1a6dbc5-17d5-4d8a-bd27-4007816a8977,745864299,78608,5A,5,Louie,Perkins,2009-02-07,4,1201,1,21213,1,5,1,4,5,1,,R100000049H,1201,1201,1
b1f3f090-5218-4cf1-a19b-70c7342f8714,971054274,64469,5E,5,Ashley,Gordon,2009-11-23,3,1201,2,21214,2,7,3,3,8,1,,R100000065A,1201,1201,2
b2e41bbf-6037-422c-b6d3-1c335b70dd8a,964692628,61866,9F,9,Rex,Dye,2009-03-16,1,1201,1,21218,3,8,3,1,8,3,,R100000161K,9601,1201,2
b3337a3e-1a1e-45ba-b165-93295f22d8b1,499366569,44573,9C,9,Charity,Plyler,2009-06-26,4,1201,2,21220,4,7,4,4,8,4,,R100000213G,1201,1201,2
b4916725-014e-43cd-8d9a-80885ce0f7c4,207247806,69869,9C,9,Tony,Cooley,2009-09-03,4,1201,1,21220,1,8,1,3,7,2,,R100000204E,1201,7100,1
b548f907-1320-4688-a64a-b82e9b8f4bdd,192085491,24555,5B,5,Julia,Story,2009-01-13,1,1201,2,21216,1,8,4,2,6,4,,R100000122R,9601,1201,1
b7bf42e1-9793-4b61-bfc0-26b8c9952159,936770252,86806,3D,3,Geri,Israel,2009-07-19,1,1201,2,21213,1,7,1,2,5,4,,R100000031P,1201,2201,1
b99a01a4-3f44-4375-8172-13ca73266e26,184725944,47209,3B,3,Su,Buchanan,2009-07-18,2,1201,2,21215,1,5,4,3,8,1,,R100000091G,1201,1201,2
babc53b1-64f9-4e9e-92fa-f64c549ca272,154543294,3572,7A,7,Richard,Guzman,2009-11-15,1,1201,1,21220,4,7,1,4,8,1,,R100000212M,7100,1201,2
bc4da7ab-80b5-483d-b712-909c6c1464d7,798199675,36067,9B,9,John,Coward,2009-11-02,2,7100,1,21215,1,7,2,3,6,2,,R100000095K,1201,1201,1
bc5afa19-9908-4457-8892-d805047a4f73,588637840,83732,7F,7,Eleanor,Cooper,2009-12-04,1,1201,2,21219,1,7,1,2,7,1,,R100000187P,9601,1201,2
bd2c19a1-9db2-4ff4-bdd3-42a991b6c391,901431343,72571,5E,5,Rita,Ebner,2009-10-27,4,1201,2,21214,4,8,2,3,5,2,,R100000073H,1201,1201,2
be69aafd-c87e-46d0-b85f-b545f39682cc,297620849,75629,3E,3,Kym,Howton,2009-06-22,4,1201,2,21213,4,5,4,3,6,2,,R100000045P,1201,1201,1
be6a0f97-988d-4260-ab3f-9071393fe582,439073665,5274,5F,5,Dominique,Howell,2009-11-07,4,1201,2,21212,2,8,2,4,7,4,,R100000014M,1201,1201,2
becc5528-af84-48c1-89af-a6a109a1f543,863957213,93608,7F,7,Alonzo,Christiansen,2009-02-20,4,1201,1,21221,4,8,2,1,7,2,,R100000242E,1201,1201,1
bf7511e2-d158-4867-a9a3-6d97fdaaad43,319048887,28773,3A,3,Shellie,Nagel,2009-12-11,3,1201,2,21221,2,5,1,4,6,3,,R100000239S,5203,1201,1
c09f8133-15e1-4431-bf67-862b2bd13590,70232588,788,3B,3,Laurene,Ventimiglia,2009-02-01,1,5203,2,21214,3,8,2,4,5,4,,R100000067G,1201,5203,2
c184cb85-c622-4aad-a7f5-a254c2261de7,747044761,11404,5E,5,Beatrice,Connelly,2009-10-05,2,1201,2,21215,4,7,2,4,8,4,,R100000082E,1201,1201,1
c3cddfaf-b835-450f-a900-2298ef682c72,668085738,76681,7E,7,Rex,Horton,2009-01-02,3,1201,1,21220,2,5,1,4,7,4,,R100000216R,1201,9601,2
c469fabf-2c50-4d63-a9c7-9939e9257df0,297514420,70148,7B,7,Claude,Allen,2009-05-23,1,1201,1,21218,1,6,3,4,6,3,,R100000169A,1201,5203,1
c4aab511-ecde-4cee-b37f-b118b721bb52,549297543,5067,9C,9,Judi,Lloyd,2009-09-16,3,1201,2,21218,2,7,3,2,5,1,,R100000151M,1201,1201,2
c5f0f0bf-6c52-4003-ada2-22dcf199e925,804320309,26118,9D,9,Manuel,Hadley,2009-05-18,2,1201,1,21218,3,6,2,2,7,4,,R100000174A,1201,1201,1
c71a5f4f-51d6-4fab-8381-8c3283a03354,600949416,69691,5C,5,Wilton,Buck,2009-11-08,4,5203,1,21212,2,6,1,4,8,1,,R100000015E,1201,1201,2
c7ade279-f231-4c98-be39-71678cb990b8,749764543,43092,5D,5,Sheree,Taylor,2009-02-07,4,1201,2,21221,2,5,2,4,6,1,,R100000243D,1201,5203,1
c99cf106-8e1b-4d14-9043-92d84217d49f,685952291,39331,9C,9,Alvin,Webb,2009-11-10,4,5203,1,21219,3,5,3,2,5,4,,R100000183S,7100,1201,2
ca749dd4-ebbf-41c4-9754-bac383fb2eb5,500224274,78733,7F,7,Normand,Abbott,2009-09-02,4,1201,1,21215,1,6,2,2,5,2,,R100000078D,1201,1201,2
cb714292-fe8f-4cd4-a9cf-59f11e9d4021,17572599,94288,9A,9,Jeanine,Robertson,2009-10-25,4,1201,2,21221,3,7,3,2,7,1,,R100000229P,1201,1201,1
cc3004d5-f4a6-43d6-9ce3-f281b232ef56,872347538,82106,5E,5,Leroy,Beiler,2009-04-18,1,1201,1,21212,1,5,2,1,6,2,,R100000001E,1201,1201,2
cc425bf8-c982-4361-885c-97e5490841f7,796511436,27856,7B,7,Daniel,Keeton,2009-04-10,3,1201,1,21215,2,6,1,3,6,3,,R100000076K,1201,9601,2
cdc0ff42-03a2-462d-8e05-08c1ff23b3da,912219902,67053,3F,3,Fannie,Spradley,2009-01-03,4,2201,2,21217,4,8,2,3,5,3,,R100000136R,1201,1201,2
d25be3b6-e4b1-416d-b1b4-0e365cf392c2,799288106,86217,3C,3,Tiesha,Pharris,2009-01-14,2,7100,2,21212,1,5,2,1,5,2,,R100000016D,1201,1201,2
d2aab401-3ec2-4356-a1ee-de8349310f49,899750212,92780,9E,9,Juanita,Motley,2009-12-19,2,5203,2,21218,3,6,2,1,7,2,,R100000162E,1201,1201,2
d4bc2acd-d78c-46a5-a2a7-4e2bee4a0cb9,880056195,23005,5E,5,Gerda,Pursley,2009-01-12,1,1201,2,21221,4,7,2,1,5,3,,R100000245M,1201,1201,1
d50f0a66-fa55-4225-baf4-788ef8b7c36f,691066350,40756,9B,9,Tracey,Wood,2009-08-03,1,1201,2,21215,4,5,2,4,6,2,,R100000077E,1201,1201,1
d5adfc17-a698-4b01-900f-4a5b2d1b1367,503927230,76206,3A,3,Emmett,Dison,2009-04-12,2,1201,1,21214,2,6,3,2,5,1,,R100000066M,1201,1201,1
d7f81c70-8556-46d1-8272-4cd802505152,744221821,65639,7D,7,Valentina,Hendricks,2009-12-16,1,1201,2,21219,1,7,3,1,7,2,,R100000191H,1201,1201,2
d865c9d7-ac93-43f2-93ac-c2670ccecec2,23518540,81345,7A,7,Santa,Pierce,2009-12-19,4,1201,2,21220,2,8,1,4,6,2,,R100000202R,1201,1201,2
d95632ab-c93a-434e-9877-658ed8d9710d,867232991,97422,3D,3,Dora,Palm,2009-08-14,2,7100,2,21214,3,8,3,2,7,1,,R100000068H,1201,1201,1
dbf7edff-072c-4c31-8ce0-666446135912,165911230,36482,3D,3,Juli,Kent,2009-06-21,4,1201,2,21212,1,6,4,1,7,1,,R100000013A,2201,1201,2
dc004844-3090-49a7-b02f-fa690fc72c66,31407761,97211,5B,5,Orville,Allred,2009-04-05,4,1201,1,21214,4,7,1,4,5,1,,R100000058E,1201,1201,2
dc81e2d1-52be-4698-b26d-457d2070ec35,348983856,16685,9D,9,Bobby,Echols,2009-01-07,4,1201,1,21219,2,7,1,3,6,2,,R100000194M,1201,2201,1
dcf0502d-0cad-4f1a-88f7-0f6b153868fc,133472063,50991,5A,5,Elda,Luis,2009-12-02,4,1201,2,21215,3,6,3,2,6,1,,R100000075R,7100,1201,2
de4e21fa-7729-47e3-a343-7de9c44df9d7,850988822,15643,3A,3,Travis,Hopper,2009-09-10,2,1201,1,21216,2,6,4,2,6,4,,R100000116S,1201,1201,2
dedb457d-c36a-4ec9-9efd-acfda795c1a5,438794451,4942,3D,3,Jeffery,Floyd,2009-08-05,3,1201,1,21213,4,5,1,3,7,2,,R100000040D,5203,1201,2
e0e9ca34-9710-45ce-974d-f63914bea733,343362773,71234,9F,9,Beulah,Garcia,2009-12-10,2,1201,2,21220,1,8,1,1,6,2,,R100000205P,1201,2201,1
e1432170-bc03-4c6c-aa88-29abab64dfc7,951674161,75696,5E,5,Genaro,Finch,2009-01-06,4,1201,1,21212,4,7,2,3,8,4,,R100000009M,1201,1201,2
e302490d-a92e-4ecb-8a3a-6575e1f48df0,237840113,81646,7C,7,Phyllis,Maurer,2009-01-23,3,1201,2,21220,2,6,1,1,8,1,,R100000224D,1201,1201,2
e3703ce9-dcdd-406e-9319-145e97f83f60,648654892,83477,9C,9,Ruben,Lane,2009-12-14,4,1201,1,21218,4,8,2,1,7,1,,R100000172H,5203,1201,2
e7009956-9466-45c1-a7c3-304a3dadc36a,948766497,79013,9D,9,Armando,Lieberman,2009-05-12,2,1201,1,21215,4,6,3,3,6,1,,R100000092H,1201,1201,2
e941ce21-ef32-4f32-85ec-d870cbd2a45e,60555998,39384,7B,7,Seth,Robertson,2009-09-10,2,1201,1,21216,3,8,4,2,6,1,,R100000123K,1201,1201,2
e9be5ec6-47e7-4ef1-b6a5-b91188aeb9e0,938798662,46759,3F,3,Maribel,Dixon,2009-10-18,2,1201,2,21213,2,8,2,2,5,4,,R100000027A,2201,5203,2
e9fb4061-552d-4cfb-83a2-768d91c738c5,843681862,25216,7A,7,Benedict,Johnson,2009-02-22,4,1201,1,21219,2,8,3,4,8,4,,R100000195E,1201,1201,1
ea6e3870-89fe-4481-afdd-998dd49118f3,470222285,56640,3A,3,Sharon,Young,2009-05-10,2,1201,2,21213,3,6,4,2,8,1,,R100000044E,1201,1201,1
eab7fbf9-711c-441b-8e01-3d18c60f7dae,327244049,32746,5C,5,Diane,Sims,2009-10-08,3,1201,2,21217,4,7,1,2,8,3,,R100000138E,1201,1201,1
eac3b90d-6396-49d7-8fc2-1e2cf3f689dc,200021907,48898,3B,3,Jannie,Lee,2009-02-10,3,1201,2,21213,4,7,3,2,7,4,,R100000030H,1201,1201,2
eb327e06-67ec-4896-90f7-98b2ad4a361f,619028703,72765,9F,9,Alfredo,Akbar,2009-04-07,1,1201,1,21220,1,6,1,4,8,1,,R100000215S,1201,1201,1
ecd62262-1c14-48aa-b652-6a71e56f2715,105664271,54882,7F,7,Mitchell,Bloom,2009-01-24,1,1201,1,21220,3,5,3,2,8,3,,R100000211A,1201,1201,2
ef4dc217-003d-4bae-9d3e-add326b58337,282611052,93457,5B,5,Cordelia,Alvarado,2009-10-13,4,1201,2,21212,2,7,3,1,8,4,,R100000010G,9601,1201,1
f09b347b-5bd3-4871-92cb-6a1759cd220e,443154971,54467,9A,9,Donte,Johnson,2009-03-07,4,1201,1,21217,2,5,4,4,7,3,,R100000127M,2201,7100,2
f2226d90-c8bc-4589-bd5a-5ee65dc1eb06,912208774,68259,3F,3,Gladis,Clemmer,2009-09-07,3,1201,2,21212,2,7,1,4,8,3,,R100000002D,1201,1201,2
f2250d48-f758-4a93-bb8a-3c756437a51d,821927062,14874,5B,5,Tomeka,Templeton,2009-05-28,4,2201,2,21214,1,6,4,3,7,4,,R100000074P,1201,1201,1
f28c333d-ba1b-400c-81d5-f49aeb98478e,539010323,44016,3D,3,Ruth,Mah,2009-02-15,4,1201,2,21214,2,7,3,2,5,2,,R100000054H,1201,1201,2
f2e0ed8b-ddfe-4cba-9498-fc3ed24b4c12,621711852,85235,7F,7,Adriana,Webb,2009-09-20,2,1201,2,21219,3,8,4,4,8,1,,R100000175K,1201,1201,2
f2eb268a-c95d-442c-964c-d9c262328374,457520822,95679,5B,5,Hilda,Akbar,2009-07-03,1,1201,2,21212,4,5,2,2,6,1,,R100000005G,1201,1201,2
f4c7c079-26d7-4f4f-ba06-763d9205d8bc,439271349,31308,9A,9,Wilson,Oates,2009-11-18,1,1201,1,21215,2,7,4,2,5,3,,R100000099R,1201,1201,1
f5885c48-7126-46fc-98be-8a3f262b9b96,823126537,69579,9F,9,Carolyn,Dallas,2009-07-11,3,1201,2,21215,2,6,3,3,8,4,,R100000083D,1201,1201,2
f5c7a474-6bfe-4d2f-a251-50b3b9a2b338,521388793,87218,5A,5,Tracey,Vasquez,2009-11-15,4,1201,1,21214,2,5,1,1,7,2,,R100000060S,1201,1201,2
f5e1d96b-6d7e-4b67-b77e-e473d4a62459,343044931,89220,5E,5,Jonathon,Clevenger,2009-01-12,1,1201,1,21212,3,7,1,3,7,2,,R100000006H,1201,1201,1
f686b187-7da3-4e45-9534-855896c94dc9,493598277,279,3C,3,Camelia,Copeland,2009-07-08,3,1201,2,21213,3,8,4,3,7,2,,R100000037R,1201,1201,2
fa8ad27e-f1a5-4bfa-8eff-9abf910511c2,746926784,26062,5A,5,Grady,Staats,2009-03-14,3,1201,1,21213,4,5,3,2,5,1,,R100000028M,1201,1201,1
fb259002-cd97-4067-b2df-8a3ecb7130d5,62853932,83971,3D,3,Marian,Crain,2009-12-21,2,1201,2,21214,1,6,1,1,7,1,,R100000062K,2201,1201,1
fb626bb1-0c92-4c03-a9fb-ad65f7fde9c1,20896464,52082,9E,9,Lettie,Hawkins,2009-01-08,2,1201,2,21219,4,6,1,1,5,3,,R100000190G,1201,9601,2
fcb25013-c3ec-42d0-bb17-920e49685b21,105780998,31243,9D,9,Bruce,Bowles,2009-05-15,1,5203,1,21220,2,7,3,3,8,2,,R100000209H,1201,1201,2
fe18a60a-eabd-4091-9a05-72c7cd7c2339,565645348,82809,7C,7,Elda,Lake,2009-11-01,3,1201,2,21218,4,6,3,3,7,4,,R100000160R,1201,1201,1
