School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,Test Level,Test Domain,Parallel Path,Participation,Date,Start Time
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,7,Numeracy,CA1:B1:E1:F0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,7,Writing,,E,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,7,Spelling,SA1:SD1:PB0,S,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,7,Reading,A2:C0:B0,S,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,7,Grammar and Punctuation,B0,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,9,Spelling,SA1:SB1:PB0,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,9,Grammar and Punctuation,F1,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,9,Reading,A2:B1:F0,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,9,Numeracy,CA1:B1:E1:F0,P,,
21213,5,Spelling,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,5,Spelling,SA0:SD0:PB1,P,,
21213,5,Writing,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,5,Writing,,S,,
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,5,Grammar and Punctuation,,A,,
21213,5,Reading,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,5,Reading,A3:B1:C0,P,,
21213,5,Numeracy,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,5,Numeracy,A1:B0:E1,P,,
21221,7,Numeracy,21221,Wishram Combined College,Johnson,Vera,R100000232G,7,Numeracy,A2:D0:C0:F0,P,,
21221,7,Writing,21221,Wishram Combined College,Johnson,Vera,R100000232G,7,Writing,,P,,
21221,7,Spelling,21221,Wishram Combined College,Johnson,Vera,R100000232G,7,Spelling,SA0:SD0:PD1,P,,
21221,7,Reading,21221,Wishram Combined College,Johnson,Vera,R100000232G,7,Reading,A2:D0:F0,P,,
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Johnson,Vera,R100000232G,7,Grammar and Punctuation,F1,P,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,3,Grammar and Punctuation,E1,P,,
21217,3,Reading,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,3,Reading,A3:B1:E0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,3,Numeracy,CA0:B1:C0,P,,
21217,3,Spelling,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,3,Spelling,SA1:SB1:PB0,P,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,3,Grammar and Punctuation,C1,P,,
21217,3,Reading,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,3,Reading,A0:B1:C0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,3,Numeracy,CA1:D0:E1,P,,
21217,3,Spelling,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,3,Spelling,SA1:SB0:PD1,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,7,Numeracy,,X,,
21220,7,Writing,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,7,Spelling,SA1:SD0:PB1,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,7,Reading,A0:B1:E0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,7,Grammar and Punctuation,E1,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,3,Grammar and Punctuation,B0,P,,
21212,3,Reading,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,3,Reading,A3:C0:B0,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,3,Numeracy,NC1:B0:F0,P,,
21212,3,Spelling,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,3,Spelling,SA0:SB1:PD0,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,3,Grammar and Punctuation,C0,P,,
21214,3,Reading,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,3,Reading,A2:D0:C0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,3,Numeracy,A0:D0:F0,P,,
21214,3,Spelling,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,3,Spelling,SA0:SD0:PB1,P,,
21221,3,GrammarAndPunctuation,21221,Wishram Combined College,Lopez,Elvis,R100000238D,3,Grammar and Punctuation,E1,P,,
21221,3,Reading,21221,Wishram Combined College,Lopez,Elvis,R100000238D,3,Reading,A2:B1:E0,S,,
21221,3,Numeracy,21221,Wishram Combined College,Lopez,Elvis,R100000238D,3,Numeracy,NC0:D1:E1,P,,
21221,3,Spelling,21221,Wishram Combined College,Lopez,Elvis,R100000238D,3,Spelling,SA0:SD0:PD1,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,9,Spelling,SA0:SD1:PD1,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,9,Grammar and Punctuation,F0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,9,Reading,A1:B0:F0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,9,Numeracy,A3:B0:C0:F0,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,3,Grammar and Punctuation,C0,P,,
21212,3,Reading,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,3,Reading,A2:B1:C0,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,3,Numeracy,CA0:B0:C0,P,,
21212,3,Spelling,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,3,Spelling,SA0:SB0:PB1,P,,
21215,3,GrammarAndPunctuation,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,3,Grammar and Punctuation,E0,P,,
21215,3,Reading,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,3,Reading,A0:D1:E1,P,,
21215,3,Numeracy,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,3,Numeracy,CA0:B1:C0,P,,
21215,3,Spelling,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,3,Spelling,SA0:SD1:PD1,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,3,Grammar and Punctuation,C0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,3,Reading,A0:D0:C0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,3,Numeracy,NC0:B0:F0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,3,Spelling,SA0:SD0:PD0,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Sherman,Kellie,R100000071M,3,Grammar and Punctuation,C0,P,,
21214,3,Reading,21214,Iliac Primary College,Sherman,Kellie,R100000071M,3,Reading,A3:D0:C0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Sherman,Kellie,R100000071M,3,Numeracy,A0:B1:F0,P,,
21214,3,Spelling,21214,Iliac Primary College,Sherman,Kellie,R100000071M,3,Spelling,SA1:SB0:PB0,P,,
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,7,Numeracy,CA1:D0:C0:E0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,7,Writing,,P,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,7,Spelling,SA0:SD1:PD1,P,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,7,Reading,A2:B0:F0,P,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,7,Grammar and Punctuation,F1,P,,
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,9,Spelling,SA0:SD1:PD1,P,,
21216,9,Writing,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,9,Writing,,W,,
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,9,Grammar and Punctuation,C0,P,,
21216,9,Reading,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,9,Reading,A3:B1:C0,P,,
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,9,Numeracy,NC0:B0:E1:F0,P,,
21214,5,Spelling,21214,Iliac Primary College,Brawley,Pierre,R100000057K,5,Spelling,SA1:SD0:PB0,P,,
21214,5,Writing,21214,Iliac Primary College,Brawley,Pierre,R100000057K,5,Writing,,A,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Brawley,Pierre,R100000057K,5,Grammar and Punctuation,E1,P,,
21214,5,Reading,21214,Iliac Primary College,Brawley,Pierre,R100000057K,5,Reading,A0:B0:E0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Brawley,Pierre,R100000057K,5,Numeracy,A3:B0:C0,S,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,3,Grammar and Punctuation,G0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,3,Reading,,E,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,3,Numeracy,A3:B1:E0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,3,Spelling,SA1:SD1:PD1,P,,
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,9,Spelling,SA1:SB1:PB0,P,,
21216,9,Writing,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,9,Writing,,P,,
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,9,Grammar and Punctuation,,E,,
21216,9,Reading,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,9,Reading,,X,,
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,9,Numeracy,A3:B1:C0:F0,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,9,Spelling,SA0:SB1:PB0,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,9,Grammar and Punctuation,F1,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,9,Reading,A3:D0:F0,R,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,9,Numeracy,NC1:D1:C0:F0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,7,Numeracy,CA0:B1:C0:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,7,Spelling,,C,,
21220,7,Reading,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,7,Reading,A1:B0:F0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,7,Grammar and Punctuation,F0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,3,Grammar and Punctuation,F0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,3,Reading,A0:D1:F0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,3,Numeracy,,W,,
21213,3,Spelling,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,3,Spelling,SA0:SD1:PB0,P,,
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,5,Spelling,SA1:SD1:PB1,P,,
21216,5,Writing,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,5,Writing,,P,,
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,5,Grammar and Punctuation,E1,P,,
21216,5,Reading,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,5,Reading,A2:B0:E0,P,,
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,5,Numeracy,CA1:B1:C0,P,,
21218,7,Numeracy,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,7,Numeracy,CA1:B1:C0:E0,R,,
21218,7,Writing,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,7,Writing,,P,,
21218,7,Spelling,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,7,Spelling,SA0:SB0:PB0,P,,
21218,7,Reading,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,7,Reading,A3:D1:E0,P,,
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,7,Grammar and Punctuation,E1,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,9,Spelling,SA1:SB0:PD1,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,9,Writing,,R,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,9,Grammar and Punctuation,C1,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,9,Reading,A3:B1:C0,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,9,Numeracy,,C,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Romano,Salvador,R100000072G,3,Grammar and Punctuation,F0,P,,
21214,3,Reading,21214,Iliac Primary College,Romano,Salvador,R100000072G,3,Reading,A0:B0:F0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Romano,Salvador,R100000072G,3,Numeracy,,A,,
21214,3,Spelling,21214,Iliac Primary College,Romano,Salvador,R100000072G,3,Spelling,SA0:SD1:PD1,P,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,3,Grammar and Punctuation,C0,P,,
21217,3,Reading,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,3,Reading,A2:D0:C0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,3,Numeracy,CA0:B0:C0,P,,
21217,3,Spelling,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,3,Spelling,SA1:SD0:PD0,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Bradley,Miranda,R100000052M,3,Grammar and Punctuation,F0,P,,
21214,3,Reading,21214,Iliac Primary College,Bradley,Miranda,R100000052M,3,Reading,A0:B1:F0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Bradley,Miranda,R100000052M,3,Numeracy,CA1:D0:C0,P,,
21214,3,Spelling,21214,Iliac Primary College,Bradley,Miranda,R100000052M,3,Spelling,SA0:SB0:PD0,P,,
21221,7,Numeracy,21221,Wishram Combined College,Raap,Adan,R100000236K,7,Numeracy,CA0:B0:C0:E0,P,,
21221,7,Writing,21221,Wishram Combined College,Raap,Adan,R100000236K,7,Writing,,X,,
21221,7,Spelling,21221,Wishram Combined College,Raap,Adan,R100000236K,7,Spelling,SA1:SD0:PB0,P,,
21221,7,Reading,21221,Wishram Combined College,Raap,Adan,R100000236K,7,Reading,A0:B0:E0,P,,
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Raap,Adan,R100000236K,7,Grammar and Punctuation,E1,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Davis,Pattie,R100000008A,3,Grammar and Punctuation,C0,P,,
21212,3,Reading,21212,Anticapital Primary College,Davis,Pattie,R100000008A,3,Reading,A1:D1:C0,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Davis,Pattie,R100000008A,3,Numeracy,A2:D1:E1,S,,
21212,3,Spelling,21212,Anticapital Primary College,Davis,Pattie,R100000008A,3,Spelling,SA1:SB0:PB1,P,,
21215,5,Spelling,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,5,Spelling,SA0:SB0:PD1,P,,
21215,5,Writing,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,5,Writing,,P,,
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,5,Grammar and Punctuation,C0,P,,
21215,5,Reading,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,5,Reading,A0:B0:C0,P,,
21215,5,Numeracy,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,5,Numeracy,A2:B0:F0,P,,
21214,5,Spelling,21214,Iliac Primary College,Lachance,Kevin,R100000059D,5,Spelling,SA0:SD0:PB0,P,,
21214,5,Writing,21214,Iliac Primary College,Lachance,Kevin,R100000059D,5,Writing,,P,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Lachance,Kevin,R100000059D,5,Grammar and Punctuation,C1,P,,
21214,5,Reading,21214,Iliac Primary College,Lachance,Kevin,R100000059D,5,Reading,A2:D1:C0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Lachance,Kevin,R100000059D,5,Numeracy,A3:D0:C0,P,,
21221,7,Numeracy,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,7,Numeracy,CA1:D1:C0:E0,P,,
21221,7,Writing,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,7,Writing,,P,,
21221,7,Spelling,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,7,Spelling,SA1:SD0:PD0,P,,
21221,7,Reading,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,7,Reading,A1:B0:F0,P,,
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,7,Grammar and Punctuation,F1,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,7,Numeracy,NC1:D0:E0:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,7,Spelling,SA0:SB0:PB1,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,7,Reading,A3:B0:E1,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,7,Grammar and Punctuation,E1,P,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,3,Grammar and Punctuation,F0,P,,
21217,3,Reading,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,3,Reading,A3:D0:F0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,3,Numeracy,A1:B0:F0,P,,
21217,3,Spelling,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,3,Spelling,,A,,
21217,5,Spelling,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,5,Spelling,SA0:SB1:PB1,P,,
21217,5,Writing,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,5,Writing,,P,,
21217,5,GrammarAndPunctuation,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,5,Grammar and Punctuation,C1,P,,
21217,5,Reading,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,5,Reading,A3:D1:C0,R,,
21217,5,Numeracy,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,5,Numeracy,CA0:B1:C0,P,,
21217,7,Numeracy,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,7,Numeracy,,A,,
21217,7,Writing,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,7,Writing,,P,,
21217,7,Spelling,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,7,Spelling,,E,,
21217,7,Reading,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,7,Reading,A3:D0:F0,P,,
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,7,Grammar and Punctuation,F1,P,,
21217,5,Spelling,21217,Phyllostoma Combined College,Park,Gay,R100000133G,5,Spelling,SA0:SB1:PD0,P,,
21217,5,Writing,21217,Phyllostoma Combined College,Park,Gay,R100000133G,5,Writing,,P,,
21217,5,GrammarAndPunctuation,21217,Phyllostoma Combined College,Park,Gay,R100000133G,5,Grammar and Punctuation,F0,P,,
21217,5,Reading,21217,Phyllostoma Combined College,Park,Gay,R100000133G,5,Reading,A0:B0:F0,P,,
21217,5,Numeracy,21217,Phyllostoma Combined College,Park,Gay,R100000133G,5,Numeracy,A3:D1:C0,P,,
21214,5,Spelling,21214,Iliac Primary College,Mitten,Belinda,R100000064D,5,Spelling,SA1:SB1:PD1,P,,
21214,5,Writing,21214,Iliac Primary College,Mitten,Belinda,R100000064D,5,Writing,,E,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Mitten,Belinda,R100000064D,5,Grammar and Punctuation,F1,P,,
21214,5,Reading,21214,Iliac Primary College,Mitten,Belinda,R100000064D,5,Reading,A2:B1:F0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Mitten,Belinda,R100000064D,5,Numeracy,CA0:B0:C0,P,,
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,7,Numeracy,CA0:D1:C0:F0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,7,Writing,,P,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,7,Spelling,SA1:SB1:PD0,P,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,7,Reading,A2:D1:F0,P,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,7,Grammar and Punctuation,,E,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,3,Grammar and Punctuation,C0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,3,Reading,A0:B0:C0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,3,Numeracy,CA0:D1:E0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,3,Spelling,SA0:SD0:PD0,P,,
21214,5,Spelling,21214,Iliac Primary College,Smith,Terrance,R100000070A,5,Spelling,SA0:SD0:PD0,P,,
21214,5,Writing,21214,Iliac Primary College,Smith,Terrance,R100000070A,5,Writing,,A,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Smith,Terrance,R100000070A,5,Grammar and Punctuation,,X,,
21214,5,Reading,21214,Iliac Primary College,Smith,Terrance,R100000070A,5,Reading,A1:D0:C0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Smith,Terrance,R100000070A,5,Numeracy,NC1:B0:F0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,7,Numeracy,A3:B1:C0:F0,S,,
21220,7,Writing,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,7,Spelling,SA1:SB1:PB0,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,7,Reading,A3:B1:F0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,7,Grammar and Punctuation,F1,P,,
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,7,Numeracy,A2:D1:E0:F0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,7,Writing,,P,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,7,Spelling,SA1:SD0:PB0,P,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,7,Reading,A1:C0:B0,P,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,7,Grammar and Punctuation,B0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Hill,Susana,R100000000K,5,Spelling,,X,,
21212,5,Writing,21212,Anticapital Primary College,Hill,Susana,R100000000K,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Hill,Susana,R100000000K,5,Grammar and Punctuation,E1,P,,
21212,5,Reading,21212,Anticapital Primary College,Hill,Susana,R100000000K,5,Reading,A3:B0:E0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Hill,Susana,R100000000K,5,Numeracy,CA0:D1:C0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,5,Spelling,SA1:SB1:PB1,P,,
21212,5,Writing,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,5,Grammar and Punctuation,B0,R,,
21212,5,Reading,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,5,Reading,A2:C0:B0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,5,Numeracy,CA0:B0:E0,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,3,Grammar and Punctuation,B0,P,,
21212,3,Reading,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,3,Reading,A1:C0:B1,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,3,Numeracy,A3:D1:C0,P,,
21212,3,Spelling,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,3,Spelling,SA0:SD0:PB1,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,9,Spelling,SA1:SB0:PD0,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,9,Grammar and Punctuation,B0,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,9,Reading,A2:C0:B1,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,9,Numeracy,,X,,
21214,5,Spelling,21214,Iliac Primary College,Stewart,Latasha,R100000061R,5,Spelling,SA0:SB0:PB1,P,,
21214,5,Writing,21214,Iliac Primary College,Stewart,Latasha,R100000061R,5,Writing,,P,,
