School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,SRN,Year Level,Test Level,Test Domain,Domain Band,Raw Score,Scaled Score,Parallel Path,Participation
21215,5,Writing,21215,Isovalerate Combined College,Ussery,Stevie,R100000080R,822404131,5,5,Writing,8,1.00,575.00,,P
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Ussery,Stevie,R100000080R,822404131,5,5,Grammar and Punctuation,7,20.00,545.00,C0,P
21215,5,Reading,21215,Isovalerate Combined College,Ussery,Stevie,R100000080R,822404131,5,5,Reading,7,35.00,541.67,A2:D0:C0,P
21215,5,Numeracy,21215,Isovalerate Combined College,Ussery,Stevie,R100000080R,822404131,5,5,Numeracy,6,31.00,528.33,NC0:D1:C0,P
21220,9,Spelling,21220,Unturpentined Secondary College,Diaz,Angela,R100000217K,327855067,9,9,Spelling,8,15.00,595.00,SA1:SD1:PD0,P
21220,9,Writing,21220,Unturpentined Secondary College,Diaz,Angela,R100000217K,327855067,9,9,Writing,10,1.00,655.00,,P
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Diaz,Angela,R100000217K,327855067,9,9,Grammar and Punctuation,9,21.00,631.00,E1,P
21220,9,Reading,21220,Unturpentined Secondary College,Diaz,Angela,R100000217K,327855067,9,9,Reading,9,36.00,617.50,A3:B1:E0,P
21220,9,Numeracy,21220,Unturpentined Secondary College,Diaz,Angela,R100000217K,327855067,9,9,Numeracy,8,41.00,601.09,NC1:B0:C0:F0,P
21221,5,Spelling,21221,Wishram Combined College,Fulton,Erica,R100000240R,685311639,5,5,Spelling,6,17.00,527.00,SA1:SD0:PD1,P
21221,5,Writing,21221,Wishram Combined College,Fulton,Erica,R100000240R,685311639,5,5,Writing,8,1.00,575.00,,P
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Fulton,Erica,R100000240R,685311639,5,5,Grammar and Punctuation,6,18.00,533.00,F0,P
21221,5,Reading,21221,Wishram Combined College,Fulton,Erica,R100000240R,685311639,5,5,Reading,7,34.00,538.33,A1:D0:F0,P
21221,5,Numeracy,21221,Wishram Combined College,Fulton,Erica,R100000240R,685311639,5,5,Numeracy,0,0.0,0.0,A2:B0:E0,R
21215,3,GrammarAndPunctuation,21215,Isovalerate Combined College,Carlton,Jessie,R100000087H,340433409,3,3,Grammar and Punctuation,5,14.00,399.00,F0,P
21215,3,Reading,21215,Isovalerate Combined College,Carlton,Jessie,R100000087H,340433409,3,3,Reading,5,26.00,415.00,A2:D0:F0,P
21215,3,Numeracy,21215,Isovalerate Combined College,Carlton,Jessie,R100000087H,340433409,3,3,Numeracy,,,,,E
21215,3,Spelling,21215,Isovalerate Combined College,Carlton,Jessie,R100000087H,340433409,3,3,Spelling,5,17.00,417.00,SA1:SD0:PD0,P
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Beam,Caitlin,R100000125P,402173859,3,3,Grammar and Punctuation,0,0.00,0.00,G0,P
21217,3,Reading,21217,Phyllostoma Combined College,Beam,Caitlin,R100000125P,402173859,3,3,Reading,,,,,E
21217,3,Numeracy,21217,Phyllostoma Combined College,Beam,Caitlin,R100000125P,402173859,3,3,Numeracy,5,28.00,422.69,CA1:B1:C0,P
21217,3,Spelling,21217,Phyllostoma Combined College,Beam,Caitlin,R100000125P,402173859,3,3,Spelling,5,17.00,417.00,SA1:SD0:PD1,P
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Gallagher,Lynn,R100000109G,10837212,9,9,Spelling,8,16.00,601.00,SA1:SD0:PD1,P
21216,9,Writing,21216,Ophthalmoplegia Combined College,Gallagher,Lynn,R100000109G,10837212,9,9,Writing,6,0.00,505.00,,P
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Gallagher,Lynn,R100000109G,10837212,9,9,Grammar and Punctuation,9,19.00,619.00,F1,P
21216,9,Reading,21216,Ophthalmoplegia Combined College,Gallagher,Lynn,R100000109G,10837212,9,9,Reading,,,,A0:D0:F0,S
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Gallagher,Lynn,R100000109G,10837212,9,9,Numeracy,9,49.00,619.84,CA1:D0:E0:F0,P
21221,3,GrammarAndPunctuation,21221,Wishram Combined College,Tibbitts,Dorie,R100000227G,430438093,3,3,Grammar and Punctuation,5,16.00,411.00,C1,P
21221,3,Reading,21221,Wishram Combined College,Tibbitts,Dorie,R100000227G,430438093,3,3,Reading,5,28.00,422.69,A1:B0:C0,P
21221,3,Numeracy,21221,Wishram Combined College,Tibbitts,Dorie,R100000227G,430438093,3,3,Numeracy,5,25.00,411.15,CA0:D0:E1,P
21221,3,Spelling,21221,Wishram Combined College,Tibbitts,Dorie,R100000227G,430438093,3,3,Spelling,5,16.00,411.00,SA0:SB0:PD0,P
21212,5,Spelling,21212,Anticapital Primary College,Spangler,Judith,R100000019K,61184023,5,5,Spelling,,,,SA0:SB1:PD1,S
21212,5,Writing,21212,Anticapital Primary College,Spangler,Judith,R100000019K,61184023,5,5,Writing,4,0.00,425.00,,P
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Spangler,Judith,R100000019K,61184023,5,5,Grammar and Punctuation,7,19.00,539.00,C1,P
21212,5,Reading,21212,Anticapital Primary College,Spangler,Judith,R100000019K,61184023,5,5,Reading,6,32.00,531.67,A1:D0:C0,P
21212,5,Numeracy,21212,Anticapital Primary College,Spangler,Judith,R100000019K,61184023,5,5,Numeracy,6,29.00,521.67,A2:D1:E0,P
21218,9,Spelling,21218,Redistrainer Secondary College,Goering,Dot,R100000171G,564353838,9,9,Spelling,9,19.00,619.00,SA1:SB1:PD1,P
21218,9,Writing,21218,Redistrainer Secondary College,Goering,Dot,R100000171G,564353838,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Goering,Dot,R100000171G,564353838,9,9,Grammar and Punctuation,8,16.00,601.00,C1,P
21218,9,Reading,21218,Redistrainer Secondary College,Goering,Dot,R100000171G,564353838,9,9,Reading,8,32.00,605.00,A2:B1:C0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Goering,Dot,R100000171G,564353838,9,9,Numeracy,8,44.00,608.12,NC1:D0:C0:F0,P
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,477249064,7,7,Numeracy,7,44.00,578.12,CA1:B1:E1:F0,P
21216,7,Writing,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,477249064,7,7,Writing,,,,,E
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,477249064,7,7,Spelling,,,,SA1:SD1:PB0,S
21216,7,Reading,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,477249064,7,7,Reading,,,,A2:C0:B0,S
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Darling,Pablo,R100000105H,477249064,7,7,Grammar and Punctuation,0,0.00,0.00,B0,P
21219,9,Spelling,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,788534120,9,9,Spelling,8,17.00,607.00,SA1:SB1:PB0,P
21219,9,Writing,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,788534120,9,9,Writing,10,1.00,655.00,,P
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,788534120,9,9,Grammar and Punctuation,9,20.00,625.00,F1,P
21219,9,Reading,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,788534120,9,9,Reading,8,35.00,614.38,A2:B1:F0,P
21219,9,Numeracy,21219,Trotcozy Secondary College,Bingham,Rita,R100000199K,788534120,9,9,Numeracy,9,48.00,617.50,CA1:B1:E1:F0,P
21213,5,Spelling,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,417330656,5,5,Spelling,6,18.00,533.00,SA0:SD0:PB1,P
21213,5,Writing,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,417330656,5,5,Writing,,,,,S
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,417330656,5,5,Grammar and Punctuation,,,,,A
21213,5,Reading,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,417330656,5,5,Reading,6,31.00,528.33,A3:B1:C0,P
21213,5,Numeracy,21213,Hippocentaur Primary College,Brown,Jim,R100000048G,417330656,5,5,Numeracy,6,32.00,531.67,A1:B0:E1,P
21221,7,Numeracy,21221,Wishram Combined College,Johnson,Vera,R100000232G,25072537,7,7,Numeracy,8,36.00,587.50,A2:D0:C0:F0,P
21221,7,Writing,21221,Wishram Combined College,Johnson,Vera,R100000232G,25072537,7,7,Writing,5,0.00,475.00,,P
21221,7,Spelling,21221,Wishram Combined College,Johnson,Vera,R100000232G,25072537,7,7,Spelling,7,16.00,571.00,SA0:SD0:PD1,P
21221,7,Reading,21221,Wishram Combined College,Johnson,Vera,R100000232G,25072537,7,7,Reading,7,33.00,578.12,A2:D0:F0,P
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Johnson,Vera,R100000232G,25072537,7,7,Grammar and Punctuation,7,17.00,577.00,F1,P
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,496457483,3,3,Grammar and Punctuation,6,19.00,429.00,E1,P
21217,3,Reading,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,496457483,3,3,Reading,5,20.00,391.92,A3:B1:E0,P
21217,3,Numeracy,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,496457483,3,3,Numeracy,5,27.00,418.85,CA0:B1:C0,P
21217,3,Spelling,21217,Phyllostoma Combined College,Dodd,Colette,R100000148H,496457483,3,3,Spelling,5,16.00,411.00,SA1:SB1:PB0,P
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,381224207,3,3,Grammar and Punctuation,5,18.00,423.00,C1,P
21217,3,Reading,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,381224207,3,3,Reading,5,23.00,403.46,A0:B1:C0,P
21217,3,Numeracy,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,381224207,3,3,Numeracy,6,32.00,438.08,CA1:D0:E1,P
21217,3,Spelling,21217,Phyllostoma Combined College,Bubb,Vanessa,R100000147G,381224207,3,3,Spelling,6,20.00,435.00,SA1:SB0:PD1,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,575358325,7,7,Numeracy,,,,,X
21220,7,Writing,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,575358325,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,575358325,7,7,Spelling,7,17.00,577.00,SA1:SD0:PB1,P
21220,7,Reading,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,575358325,7,7,Reading,7,32.00,575.00,A0:B1:E0,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Ellerman,Ethel,R100000210P,575358325,7,7,Grammar and Punctuation,8,21.00,601.00,E1,P
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,605628993,3,3,Grammar and Punctuation,0,0.00,0.00,B0,P
21212,3,Reading,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,605628993,3,3,Reading,5,29.00,426.54,A3:C0:B0,P
21212,3,Numeracy,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,605628993,3,3,Numeracy,5,27.00,418.85,NC1:B0:F0,P
21212,3,Spelling,21212,Anticapital Primary College,Kirkland,Lloyd,R100000004R,605628993,3,3,Spelling,5,16.00,411.00,SA0:SB1:PD0,P
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,209737245,3,3,Grammar and Punctuation,5,17.00,417.00,C0,P
21214,3,Reading,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,209737245,3,3,Reading,6,33.00,441.92,A2:D0:C0,P
21214,3,Numeracy,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,209737245,3,3,Numeracy,5,28.00,422.69,A0:D0:F0,P
21214,3,Spelling,21214,Iliac Primary College,Ventimiglia,Miriam,R100000069P,209737245,3,3,Spelling,6,21.00,441.00,SA0:SD0:PB1,P
21221,3,GrammarAndPunctuation,21221,Wishram Combined College,Lopez,Elvis,R100000238D,947420789,3,3,Grammar and Punctuation,5,17.00,417.00,E1,P
21221,3,Reading,21221,Wishram Combined College,Lopez,Elvis,R100000238D,947420789,3,3,Reading,,,,A2:B1:E0,S
21221,3,Numeracy,21221,Wishram Combined College,Lopez,Elvis,R100000238D,947420789,3,3,Numeracy,5,28.00,422.69,NC0:D1:E1,P
21221,3,Spelling,21221,Wishram Combined College,Lopez,Elvis,R100000238D,947420789,3,3,Spelling,5,16.00,411.00,SA0:SD0:PD1,P
21218,9,Spelling,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,696159850,9,9,Spelling,8,14.00,589.00,SA0:SD1:PD1,P
21218,9,Writing,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,696159850,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,696159850,9,9,Grammar and Punctuation,9,23.00,643.00,F0,P
21218,9,Reading,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,696159850,9,9,Reading,8,31.00,601.88,A1:B0:F0,P
21218,9,Numeracy,21218,Redistrainer Secondary College,Pearson,Chrystal,R100000156K,696159850,9,9,Numeracy,8,34.00,611.25,A3:B0:C0:F0,P
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,842856266,3,3,Grammar and Punctuation,5,18.00,423.00,C0,P
21212,3,Reading,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,842856266,3,3,Reading,5,27.00,418.85,A2:B1:C0,P
21212,3,Numeracy,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,842856266,3,3,Numeracy,5,23.00,403.46,CA0:B0:C0,P
21212,3,Spelling,21212,Anticapital Primary College,Vickery,Trenton,R100000024K,842856266,3,3,Spelling,5,18.00,423.00,SA0:SB0:PB1,P
21215,3,GrammarAndPunctuation,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,912369050,3,3,Grammar and Punctuation,6,19.00,429.00,E0,P
21215,3,Reading,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,912369050,3,3,Reading,5,25.00,411.15,A0:D1:E1,P
21215,3,Numeracy,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,912369050,3,3,Numeracy,5,27.00,418.85,CA0:B1:C0,P
21215,3,Spelling,21215,Isovalerate Combined College,Sloan,Sharonda,R100000089A,912369050,3,3,Spelling,5,16.00,411.00,SA0:SD1:PD1,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,366375982,3,3,Grammar and Punctuation,6,20.00,435.00,C0,P
21213,3,Reading,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,366375982,3,3,Reading,5,28.00,422.69,A0:D0:C0,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,366375982,3,3,Numeracy,6,32.00,438.08,NC0:B0:F0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Warrick,Jesse,R100000038K,366375982,3,3,Spelling,5,18.00,423.00,SA0:SD0:PD0,P
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Sherman,Kellie,R100000071M,766731912,3,3,Grammar and Punctuation,5,15.00,405.00,C0,P
21214,3,Reading,21214,Iliac Primary College,Sherman,Kellie,R100000071M,766731912,3,3,Reading,6,33.00,441.92,A3:D0:C0,P
21214,3,Numeracy,21214,Iliac Primary College,Sherman,Kellie,R100000071M,766731912,3,3,Numeracy,5,25.00,411.15,A0:B1:F0,P
21214,3,Spelling,21214,Iliac Primary College,Sherman,Kellie,R100000071M,766731912,3,3,Spelling,6,19.00,429.00,SA1:SB0:PB0,P
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,192409105,7,7,Numeracy,7,40.00,568.75,CA1:D0:C0:E0,P
21216,7,Writing,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,192409105,7,7,Writing,9,1.00,625.00,,P
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,192409105,7,7,Spelling,7,15.00,565.00,SA0:SD1:PD1,P
21216,7,Reading,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,192409105,7,7,Reading,7,27.00,559.38,A2:B0:F0,P
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Huggins,Lucas,R100000114G,192409105,7,7,Grammar and Punctuation,7,16.00,571.00,F1,P
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,491481562,9,9,Spelling,8,15.00,595.00,SA0:SD1:PD1,P
21216,9,Writing,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,491481562,9,9,Writing,,,,,W
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,491481562,9,9,Grammar and Punctuation,8,16.00,601.00,C0,P
21216,9,Reading,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,491481562,9,9,Reading,9,37.00,620.62,A3:B1:C0,P
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Miguel,Everett,R100000107A,491481562,9,9,Numeracy,8,44.00,608.12,NC0:B0:E1:F0,P
21214,5,Spelling,21214,Iliac Primary College,Brawley,Pierre,R100000057K,478468366,5,5,Spelling,6,17.00,527.00,SA1:SD0:PB0,P
21214,5,Writing,21214,Iliac Primary College,Brawley,Pierre,R100000057K,478468366,5,5,Writing,,,,,A
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Brawley,Pierre,R100000057K,478468366,5,5,Grammar and Punctuation,6,17.00,527.00,E1,P
21214,5,Reading,21214,Iliac Primary College,Brawley,Pierre,R100000057K,478468366,5,5,Reading,6,32.00,531.67,A0:B0:E0,P
21214,5,Numeracy,21214,Iliac Primary College,Brawley,Pierre,R100000057K,478468366,5,5,Numeracy,,,,A3:B0:C0,S
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,996421153,3,3,Grammar and Punctuation,0,0.00,0.00,G0,P
21213,3,Reading,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,996421153,3,3,Reading,,,,,E
21213,3,Numeracy,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,996421153,3,3,Numeracy,5,25.00,411.15,A3:B1:E0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Taylor,Mattie,R100000034G,996421153,3,3,Spelling,6,22.00,447.00,SA1:SD1:PD1,P
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,749836672,9,9,Spelling,9,20.00,625.00,SA1:SB1:PB0,P
21216,9,Writing,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,749836672,9,9,Writing,10,1.00,655.00,,P
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,749836672,9,9,Grammar and Punctuation,,,,,E
21216,9,Reading,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,749836672,9,9,Reading,,,,,X
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Hall,Antone,R100000108M,749836672,9,9,Numeracy,8,33.00,608.12,A3:B1:C0:F0,P
21219,9,Spelling,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,756107976,9,9,Spelling,9,21.00,631.00,SA0:SB1:PB0,P
21219,9,Writing,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,756107976,9,9,Writing,10,1.00,655.00,,P
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,756107976,9,9,Grammar and Punctuation,8,17.00,607.00,F1,P
21219,9,Reading,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,756107976,9,9,Reading,0,0.0,0.0,A3:D0:F0,R
21219,9,Numeracy,21219,Trotcozy Secondary College,Huggins,Mack,R100000179R,756107976,9,9,Numeracy,8,36.00,589.38,NC1:D1:C0:F0,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,891208554,7,7,Numeracy,7,45.00,580.47,CA0:B1:C0:F0,P
21220,7,Writing,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,891208554,7,7,Writing,5,0.00,475.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,891208554,7,7,Spelling,,,,,C
21220,7,Reading,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,891208554,7,7,Reading,7,31.00,571.88,A1:B0:F0,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Brown,Darren,R100000218E,891208554,7,7,Grammar and Punctuation,7,18.00,583.00,F0,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,772546884,3,3,Grammar and Punctuation,5,15.00,405.00,F0,P
21213,3,Reading,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,772546884,3,3,Reading,6,31.00,434.23,A0:D1:F0,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,772546884,3,3,Numeracy,,,,,W
21213,3,Spelling,21213,Hippocentaur Primary College,Gist,Sara,R100000047M,772546884,3,3,Spelling,5,18.00,423.00,SA0:SD1:PB0,P
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,198273077,5,5,Spelling,6,14.00,509.00,SA1:SD1:PB1,P
21216,5,Writing,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,198273077,5,5,Writing,8,1.00,575.00,,P
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,198273077,5,5,Grammar and Punctuation,6,17.00,527.00,E1,P
21216,5,Reading,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,198273077,5,5,Reading,6,27.00,515.00,A2:B0:E0,P
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Baker,Kristin,R100000113M,198273077,5,5,Numeracy,6,27.00,515.00,CA1:B1:C0,P
21218,7,Numeracy,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,213211247,7,7,Numeracy,0,0.0,0.0,CA1:B1:C0:E0,R
21218,7,Writing,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,213211247,7,7,Writing,5,0.00,475.00,,P
21218,7,Spelling,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,213211247,7,7,Spelling,7,16.00,571.00,SA0:SB0:PB0,P
21218,7,Reading,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,213211247,7,7,Reading,8,37.00,590.62,A3:D1:E0,P
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Varela,Jared,R100000163D,213211247,7,7,Grammar and Punctuation,8,19.00,589.00,E1,P
21219,9,Spelling,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,465705203,9,9,Spelling,8,18.00,613.00,SA1:SB0:PD1,P
21219,9,Writing,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,465705203,9,9,Writing,0,0.0,0.0,,R
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,465705203,9,9,Grammar and Punctuation,8,18.00,613.00,C1,P
21219,9,Reading,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,465705203,9,9,Reading,8,32.00,605.00,A3:B1:C0,P
21219,9,Numeracy,21219,Trotcozy Secondary College,Foster,Marc,R100000197S,465705203,9,9,Numeracy,,,,,C
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Romano,Salvador,R100000072G,540268370,3,3,Grammar and Punctuation,5,17.00,417.00,F0,P
21214,3,Reading,21214,Iliac Primary College,Romano,Salvador,R100000072G,540268370,3,3,Reading,5,22.00,399.62,A0:B0:F0,P
21214,3,Numeracy,21214,Iliac Primary College,Romano,Salvador,R100000072G,540268370,3,3,Numeracy,,,,,A
21214,3,Spelling,21214,Iliac Primary College,Romano,Salvador,R100000072G,540268370,3,3,Spelling,6,19.00,429.00,SA0:SD1:PD1,P
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,969220439,3,3,Grammar and Punctuation,6,19.00,429.00,C0,P
21217,3,Reading,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,969220439,3,3,Reading,5,27.00,418.85,A2:D0:C0,P
21217,3,Numeracy,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,969220439,3,3,Numeracy,6,30.00,430.38,CA0:B0:C0,P
21217,3,Spelling,21217,Phyllostoma Combined College,Smith,Brock,R100000132M,969220439,3,3,Spelling,5,18.00,423.00,SA1:SD0:PD0,P
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Bradley,Miranda,R100000052M,222625718,3,3,Grammar and Punctuation,5,18.00,423.00,F0,P
21214,3,Reading,21214,Iliac Primary College,Bradley,Miranda,R100000052M,222625718,3,3,Reading,5,28.00,422.69,A0:B1:F0,P
21214,3,Numeracy,21214,Iliac Primary College,Bradley,Miranda,R100000052M,222625718,3,3,Numeracy,6,30.00,430.38,CA1:D0:C0,P
21214,3,Spelling,21214,Iliac Primary College,Bradley,Miranda,R100000052M,222625718,3,3,Spelling,6,20.00,435.00,SA0:SB0:PD0,P
21221,7,Numeracy,21221,Wishram Combined College,Raap,Adan,R100000236K,933260619,7,7,Numeracy,7,42.00,573.44,CA0:B0:C0:E0,P
21221,7,Writing,21221,Wishram Combined College,Raap,Adan,R100000236K,933260619,7,7,Writing,,,,,X
21221,7,Spelling,21221,Wishram Combined College,Raap,Adan,R100000236K,933260619,7,7,Spelling,7,17.00,577.00,SA1:SD0:PB0,P
21221,7,Reading,21221,Wishram Combined College,Raap,Adan,R100000236K,933260619,7,7,Reading,7,32.00,575.00,A0:B0:E0,P
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Raap,Adan,R100000236K,933260619,7,7,Grammar and Punctuation,7,14.00,559.00,E1,P
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Davis,Pattie,R100000008A,402023619,3,3,Grammar and Punctuation,6,21.00,441.00,C0,P
21212,3,Reading,21212,Anticapital Primary College,Davis,Pattie,R100000008A,402023619,3,3,Reading,6,30.00,430.38,A1:D1:C0,P
21212,3,Numeracy,21212,Anticapital Primary College,Davis,Pattie,R100000008A,402023619,3,3,Numeracy,,,,A2:D1:E1,S
21212,3,Spelling,21212,Anticapital Primary College,Davis,Pattie,R100000008A,402023619,3,3,Spelling,6,19.00,429.00,SA1:SB0:PB1,P
21215,5,Spelling,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,188250194,5,5,Spelling,6,15.00,515.00,SA0:SB0:PD1,P
21215,5,Writing,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,188250194,5,5,Writing,8,1.00,575.00,,P
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,188250194,5,5,Grammar and Punctuation,6,17.00,527.00,C0,P
21215,5,Reading,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,188250194,5,5,Reading,6,30.00,525.00,A0:B0:C0,P
21215,5,Numeracy,21215,Isovalerate Combined College,Mcdaniel,Carlos,R100000094A,188250194,5,5,Numeracy,6,33.00,535.00,A2:B0:F0,P
21214,5,Spelling,21214,Iliac Primary College,Lachance,Kevin,R100000059D,774111723,5,5,Spelling,6,18.00,533.00,SA0:SD0:PB0,P
